age,gender,education,occupation,organization_type,seniority,annual_income,disposable_income,house_type,vehicle_type,marital_status,no_card,default
25,Female,Under Graduate,Salaried,Tier 2,Entry,470751,24592,Rented,None,Married,1,0
30,Male,Graduate,Professional,None,None,332468,48320,Rented,None,Single,1,0
21,Male,Post Graduate,Salaried,None,Mid-level 1,132113,8102,Owned,None,Single,1,0
30,Male,Post Graduate,Business,None,None,108099,23507,Rented,Two Wheeler,Married,2,0
34,Male,Post Graduate,Business,None,None,219132,16756,Rented,None,Married,0,0
27,Female,Under Graduate,Business,None,None,294915,14966,Rented,None,Married,0,1
34,Male,Graduate,Student,None,None,170735,28727,Company provided,Two Wheeler,Married,1,0
63,Male,Under Graduate,Professional,None,None,90800,45783,Company provided,None,Single,0,0
28,Male,Other,Salaried,None,Mid-level 1,432211,6059,Owned,Two Wheeler,Married,0,0
29,Female,Post Graduate,Salaried,Tier 1,Entry,485736,12315,Rented,None,Single,2,0
27,Male,Post Graduate,Professional,None,None,493539,41634,Rented,Two Wheeler,Single,0,0
25,Male,Graduate,Salaried,None,Entry,287149,21479,Rented,Two Wheeler,Married,0,0
28,Female,Post Graduate,Salaried,Tier 2,Entry,82326,14629,Owned,None,Married,1,0
27,Male,Graduate,Business,None,None,204716,14658,Rented,Two Wheeler,Married,0,0
39,Female,Graduate,Student,None,None,325403,6288,Rented,None,Married,1,0
27,Male,Graduate,Business,None,None,251921,16170,Rented,None,Married,1,0
53,Female,Graduate,Salaried,Tier 3,Mid-level 1,407815,12890,Rented,None,Single,1,0
30,Female,Post Graduate,Business,None,None,108262,21777,Rented,Two Wheeler,Married,0,0
25,Male,Post Graduate,Business,None,None,497769,12388,Owned,None,Single,1,0
27,Male,Graduate,Professional,None,None,146413,38613,Rented,None,Married,0,0
33,Male,Under Graduate,Salaried,Tier 3,Mid-level 1,310170,10974,Owned,None,Married,0,0
25,Male,Post Graduate,Salaried,None,Junior,65115,24374,Rented,Four Wheeler,Married,0,0
36,Female,Graduate,Business,None,None,73946,11412,Rented,None,Married,0,0
22,Female,Under Graduate,Salaried,Tier 3,Junior,395248,22182,Rented,None,Other,0,0
20,Male,Under Graduate,Business,None,None,315686,18467,Rented,Two Wheeler,Married,2,0
27,Female,Post Graduate,Salaried,Tier 2,Mid-level 1,66369,10857,Rented,None,Other,1,0
25,Male,Post Graduate,Salaried,Tier 2,Junior,862417,42944,Rented,None,Married,0,0
29,Male,Graduate,Student,None,None,328799,8348,Rented,None,Married,0,0
25,Male,Post Graduate,Salaried,Tier 3,Mid-level 1,231030,19223,Owned,Two Wheeler,Single,1,0
57,Male,Post Graduate,Salaried,Tier 1,Mid-level 1,295294,37451,Rented,None,Single,1,0
31,Female,Graduate,Salaried,Tier 3,Mid-level 1,404887,2754,Rented,None,Married,2,0
27,Male,Post Graduate,Professional,None,None,356095,3048,Company provided,None,Married,0,0
26,Male,Graduate,Salaried,None,Entry,187500,1449,Rented,None,Single,2,0
39,Female,Graduate,Salaried,None,Mid-level 1,270105,17280,Rented,None,Married,0,0
37,Male,Graduate,Professional,None,None,129746,14222,Owned,None,Single,1,0
28,Male,Post Graduate,Salaried,Tier 3,Mid-level 1,262968,19367,Rented,Two Wheeler,Single,0,0
26,Male,Graduate,Salaried,None,Mid-level 1,378001,9920,Rented,Two Wheeler,Married,1,0
26,Male,Graduate,Salaried,None,Mid-level 1,205023,17989,Rented,None,Single,0,0
29,Male,Post Graduate,Salaried,None,Entry,465263,14238,Rented,Two Wheeler,Married,0,0
28,Male,Post Graduate,Professional,None,None,345958,12514,Rented,None,Single,0,0
26,Male,Graduate,Salaried,Tier 2,Mid-level 1,179223,1730,Rented,Two Wheeler,Married,0,0
25,Male,Post Graduate,Salaried,None,Entry,253459,13193,Owned,Two Wheeler,Other,0,0
28,Female,Graduate,Salaried,Tier 1,Entry,350174,6583,Rented,Four Wheeler,Married,0,0
27,Female,Graduate,Salaried,None,Entry,409539,11286,Rented,None,Single,1,0
19,Male,Post Graduate,Salaried,None,Mid-level 1,110052,5835,Rented,Two Wheeler,Married,1,0
51,Female,Under Graduate,Professional,None,None,280911,12132,Rented,None,Married,2,0
29,Female,Other,Salaried,None,Junior,483869,5730,Rented,Two Wheeler,Single,0,0
23,Male,Graduate,Professional,None,None,196906,17009,Rented,Two Wheeler,Married,0,0
60,Female,Graduate,Business,None,None,242262,10274,Rented,None,Single,1,0
27,Female,Graduate,Salaried,Tier 2,Entry,146283,8996,Company provided,Two Wheeler,Married,0,0
23,Male,Post Graduate,Salaried,Tier 3,Entry,283722,14821,Rented,Two Wheeler,Married,0,0
38,Male,Post Graduate,Salaried,Tier 3,Mid-level 1,225200,10706,Rented,None,Married,0,0
28,Male,Post Graduate,Salaried,None,Junior,145299,17840,Rented,Two Wheeler,Married,0,0
19,Male,Graduate,Salaried,Tier 2,Junior,353540,6411,Rented,None,Married,0,0
26,Male,Graduate,Student,None,None,253709,15605,Rented,Two Wheeler,Married,1,0
29,Male,Graduate,Salaried,Tier 2,Junior,211719,12441,Family,None,Single,1,0
29,Female,Graduate,Salaried,None,Mid-level 1,285620,9096,Owned,Four Wheeler,Married,1,0
25,Male,Graduate,Salaried,None,Entry,261404,1126,Rented,None,Married,0,0
25,Male,Graduate,Professional,None,None,257682,2441,Owned,Two Wheeler,Married,1,0
25,Male,Graduate,Salaried,None,Junior,343294,39039,Owned,None,Single,1,0
26,Female,Graduate,Salaried,Tier 1,Entry,83218,2275,Rented,None,Single,0,0
32,Female,Under Graduate,Salaried,Tier 2,Mid-level 1,893586,45783,Family,None,Married,1,0
28,Female,Under Graduate,Salaried,Tier 3,Mid-level 1,120104,8932,Rented,None,Married,0,0
28,Female,Graduate,Salaried,Tier 2,Entry,492181,8364,Rented,Four Wheeler,Married,1,0
28,Male,Other,Salaried,None,Entry,143104,7148,Family,None,Single,0,0
54,Male,Post Graduate,Business,None,None,281811,10794,Rented,None,Married,0,0
44,Male,Post Graduate,Salaried,Tier 2,Mid-level 1,283702,6705,Owned,None,Married,1,0
25,Female,Graduate,Professional,None,None,64789,17122,Rented,None,Single,0,0
54,Female,Graduate,Salaried,Tier 2,Mid-level 1,125328,11724,Company provided,None,Married,0,0
28,Male,Graduate,Salaried,None,Entry,336452,18251,Rented,None,Single,1,0
35,Female,Post Graduate,Student,None,None,84877,13204,Family,None,Married,2,0
31,Female,Other,Professional,None,None,475009,5245,Rented,None,Other,1,0
37,Male,Graduate,Business,None,None,163713,29564,Owned,None,Married,0,0
38,Female,Graduate,Business,None,None,124414,24641,Rented,None,Single,0,0
29,Male,Graduate,Salaried,Tier 1,Mid-level 1,290525,46199,Rented,Two Wheeler,Single,0,0
25,Male,Graduate,Professional,None,None,135134,17406,Rented,Two Wheeler,Married,0,0
27,Female,Other,Business,None,None,132056,13165,Company provided,Four Wheeler,Married,0,0
28,Male,Graduate,Salaried,None,Junior,373626,11117,Rented,None,Married,0,0
39,Male,Graduate,Salaried,None,Mid-level 1,336080,46688,Owned,Two Wheeler,Single,1,1
19,Male,Graduate,Business,None,None,259207,32378,Owned,Two Wheeler,Single,2,0
30,Male,Under Graduate,Salaried,None,Mid-level 1,265023,20533,Owned,None,Married,0,0
26,Male,Other,Salaried,None,Junior,392350,42070,Owned,Two Wheeler,Married,0,0
39,Male,Graduate,Professional,None,None,235706,3580,Owned,None,Single,1,0
26,Male,Other,Professional,None,None,243463,22691,Rented,Two Wheeler,Married,1,0
26,Female,Graduate,Salaried,Tier 3,Junior,70957,26837,Family,None,Single,1,0
32,Female,Graduate,Business,None,None,275453,29542,Company provided,None,Single,1,0
26,Male,Graduate,Salaried,Tier 1,Mid-level 1,457029,38030,Owned,Two Wheeler,Married,2,0
18,Male,Graduate,Business,None,None,455779,33307,Rented,None,Single,0,1
29,Male,Graduate,Professional,None,None,213652,10210,Owned,None,Other,2,0
22,Male,Graduate,Salaried,Tier 3,Junior,356439,12119,Rented,Two Wheeler,Married,0,0
35,Female,Post Graduate,Salaried,None,Mid-level 1,275086,1058,Family,Two Wheeler,Married,1,1
26,Male,Post Graduate,Business,None,None,443549,46480,Owned,None,Other,1,0
24,Male,Post Graduate,Salaried,Tier 1,Mid-level 1,219894,20627,Family,None,Other,0,0
33,Male,Graduate,Salaried,Tier 3,Mid-level 1,433111,33337,Company provided,None,Married,0,0
27,Male,Other,Salaried,None,Entry,122980,12999,Rented,None,Married,0,0
27,Male,Graduate,Salaried,None,Junior,432422,8187,Rented,None,Single,0,0
28,Male,Post Graduate,Professional,None,None,55480,5613,Rented,Two Wheeler,Married,0,0
29,Male,Graduate,Salaried,None,Mid-level 1,225079,18366,Rented,None,Other,0,0
25,Female,Graduate,Salaried,Tier 2,Junior,78508,29160,Rented,None,Married,2,0
30,Male,Under Graduate,Salaried,None,Junior,112492,10689,Company provided,Two Wheeler,Single,0,0
27,Male,Post Graduate,Salaried,None,Entry,108241,38281,Owned,None,Married,1,0
28,Male,Graduate,Salaried,None,Mid-level 1,445111,24407,Company provided,None,Single,0,1
28,Male,Graduate,Salaried,Tier 3,Entry,462443,28876,Rented,None,Married,0,0
26,Male,Graduate,Salaried,None,Entry,187437,9243,Owned,Two Wheeler,Single,0,0
21,Female,Graduate,Salaried,None,Junior,185207,8768,Owned,None,Married,0,0
60,Male,Other,Salaried,None,Mid-level 1,161967,8104,Owned,None,Single,0,0
27,Male,Post Graduate,Salaried,Tier 1,Junior,155468,3157,Family,None,Single,0,0
32,Female,Under Graduate,Salaried,Tier 3,Mid-level 1,433501,1276,Family,None,Single,1,0
60,Male,Post Graduate,Salaried,None,Mid-level 1,316951,21464,Rented,None,Single,1,0
36,Male,Post Graduate,Professional,None,None,57806,2230,Rented,Two Wheeler,Married,0,0
27,Female,Graduate,Salaried,None,Entry,413436,46639,Owned,None,Married,0,0
25,Female,Post Graduate,Salaried,Tier 2,Entry,262879,14841,Rented,None,Married,2,0
51,Male,Under Graduate,Salaried,Tier 3,Mid-level 1,352236,8286,Owned,Two Wheeler,Married,0,0
28,Male,Post Graduate,Salaried,None,Mid-level 1,257271,11999,Company provided,Two Wheeler,Married,0,0
37,Male,Graduate,Student,None,None,303805,29576,Family,Two Wheeler,Married,2,0
33,Male,Other,Salaried,Tier 3,Mid-level 1,67265,9863,Owned,None,Married,0,0
26,Female,Graduate,Business,None,None,483374,1998,Rented,None,Married,0,1
39,Male,Post Graduate,Business,None,None,156616,21595,Rented,None,Single,0,0
30,Male,Other,Salaried,Tier 3,Mid-level 1,76539,11277,Rented,None,Married,0,0
26,Male,Under Graduate,Salaried,Tier 3,Junior,408741,23887,Rented,None,Married,1,0
27,Male,Graduate,Salaried,None,Junior,162718,34775,Owned,None,Single,1,0
30,Male,Under Graduate,Professional,None,None,252653,22157,Rented,None,Married,0,0
59,Female,Graduate,Salaried,Tier 2,Mid-level 1,58839,2522,Rented,None,Married,0,0
27,Male,Under Graduate,Salaried,None,Mid-level 1,414601,16562,Rented,None,Married,1,0
27,Male,Post Graduate,Salaried,Tier 1,Junior,305502,27997,Owned,None,Married,0,0
23,Male,Post Graduate,Salaried,None,Junior,89012,5701,Owned,None,Single,2,0
25,Female,Graduate,Salaried,Tier 2,Junior,427305,24043,Rented,Two Wheeler,Married,0,0
26,Male,Under Graduate,Salaried,Tier 2,Entry,145494,4341,Rented,None,Single,0,0
26,Female,Graduate,Salaried,Tier 2,Entry,57536,36230,Rented,None,Married,1,0
26,Male,Graduate,Salaried,Tier 3,Entry,424099,23535,Family,Two Wheeler,Married,0,0
19,Male,Graduate,Salaried,Tier 2,Entry,98348,24344,Rented,None,Single,0,0
25,Male,Graduate,Salaried,None,Junior,521165,23896,Family,None,Single,1,0
29,Male,Under Graduate,Professional,None,None,191666,3239,Rented,None,Married,0,0
26,Female,Post Graduate,Salaried,None,Entry,194971,49410,Rented,None,Married,1,0
26,Female,Post Graduate,Professional,None,None,154477,29676,Family,None,Single,0,0
25,Male,Graduate,Business,None,None,674676,23263,Rented,None,Married,0,0
27,Male,Graduate,Business,None,None,76399,1264,Family,Two Wheeler,Other,0,0
38,Male,Graduate,Professional,None,None,339793,37164,Owned,Two Wheeler,Single,0,0
45,Male,Post Graduate,Professional,None,None,189289,42186,Rented,None,Married,2,0
26,Female,Graduate,Salaried,Tier 2,Entry,252352,14925,Rented,None,Married,0,0
20,Male,Graduate,Salaried,None,Junior,481358,1756,Owned,Two Wheeler,Single,0,0
26,Male,Post Graduate,Salaried,None,Entry,84513,3980,Rented,Two Wheeler,Other,0,0
28,Male,Under Graduate,Salaried,Tier 3,Mid-level 1,367900,11063,Owned,None,Single,1,0
29,Female,Graduate,Business,None,None,481389,14710,Rented,Two Wheeler,Single,2,0
29,Male,Post Graduate,Salaried,Tier 3,Entry,416130,23352,Rented,None,Married,1,1
29,Male,Under Graduate,Student,None,None,360427,25103,Rented,None,Single,0,0
35,Male,Graduate,Business,None,None,129912,10117,Rented,Two Wheeler,Other,0,0
22,Female,Graduate,Student,None,None,503546,24937,Family,None,Married,2,0
22,Male,Post Graduate,Student,None,None,114159,23757,Family,None,Married,0,0
27,Male,Under Graduate,Salaried,None,Mid-level 1,263007,12429,Rented,Two Wheeler,Married,1,0
32,Male,Under Graduate,Business,None,None,175115,24204,Owned,Two Wheeler,Single,0,0
20,Male,Post Graduate,Professional,None,None,325272,10415,Rented,Four Wheeler,Single,0,1
36,Female,Other,Salaried,Tier 2,Mid-level 1,453260,44704,Rented,None,Married,1,0
43,Male,Graduate,Professional,None,None,384087,17121,Owned,None,Married,2,0
22,Female,Graduate,Business,None,None,612266,20201,Rented,None,Married,0,0
54,Female,Graduate,Business,None,None,323150,8803,Owned,Four Wheeler,Single,0,0
30,Male,Under Graduate,Salaried,None,Mid-level 1,421769,2730,Rented,Two Wheeler,Married,1,0
30,Male,Graduate,Salaried,Tier 2,Junior,368383,2273,Rented,Two Wheeler,Married,0,0
29,Female,Graduate,Salaried,None,Junior,429650,1488,Rented,Two Wheeler,Married,2,0
27,Male,Post Graduate,Student,None,None,59648,5913,Owned,None,Single,0,0
29,Male,Under Graduate,Salaried,None,Junior,72267,20623,Rented,None,Married,0,0
23,Male,Graduate,Professional,None,None,399928,18030,Rented,Two Wheeler,Single,1,0
26,Male,Post Graduate,Salaried,None,Mid-level 1,614545,25968,Owned,None,Single,1,0
27,Male,Graduate,Salaried,None,Junior,257620,21841,Rented,None,Married,1,0
26,Male,Graduate,Salaried,None,Entry,206183,48096,Rented,None,Single,0,0
58,Female,Graduate,Business,None,None,406704,17531,Family,Four Wheeler,Married,1,0
52,Male,Graduate,Business,None,None,235483,43880,Owned,None,Married,2,0
29,Male,Post Graduate,Professional,None,None,331599,19475,Rented,None,Single,1,0
25,Female,Post Graduate,Salaried,Tier 3,Mid-level 2,761761,48730,Family,None,Married,0,0
39,Female,Post Graduate,Salaried,Tier 3,Mid-level 1,204981,37586,Rented,None,Single,0,0
27,Male,Post Graduate,Professional,None,None,327842,22441,Rented,None,Married,0,0
25,Male,Graduate,Professional,None,None,472567,14684,Family,Two Wheeler,Married,0,0
30,Male,Graduate,Salaried,None,Mid-level 1,327174,1353,Owned,None,Single,0,0
25,Female,Post Graduate,Salaried,None,Mid-level 1,261623,13038,Owned,None,Single,2,0
26,Female,Other,Salaried,Tier 2,Junior,445532,23804,Rented,Two Wheeler,Single,0,0
29,Male,Post Graduate,Student,None,None,61615,22627,Rented,Two Wheeler,Married,0,0
36,Female,Post Graduate,Salaried,None,Mid-level 1,213836,13220,Rented,None,Married,1,0
27,Male,Other,Salaried,None,Junior,239968,12066,Family,None,Single,0,0
18,Male,Graduate,Business,None,None,142194,30679,Rented,Two Wheeler,Married,1,0
20,Male,Under Graduate,Business,None,None,167528,19081,Owned,Four Wheeler,Married,1,0
25,Female,Post Graduate,Salaried,Tier 2,Entry,342686,37301,Rented,None,Single,0,0
33,Male,Post Graduate,Business,None,None,855732,45856,Owned,None,Single,0,0
29,Male,Graduate,Salaried,None,Entry,91792,21088,Rented,None,Married,0,0
27,Male,Under Graduate,Business,None,None,361677,19845,Owned,None,Single,1,0
57,Male,Post Graduate,Business,None,None,394364,35851,Rented,None,Married,1,0
24,Male,Post Graduate,Professional,None,None,391023,3121,Family,Two Wheeler,Married,1,0
29,Female,Other,Salaried,None,Junior,148758,32184,Rented,None,Single,0,0
28,Female,Under Graduate,Salaried,Tier 1,Junior,659912,35051,Rented,None,Single,0,0
64,Male,Graduate,Salaried,None,Mid-level 1,349045,6247,Family,Four Wheeler,Married,1,0
29,Male,Graduate,Salaried,Tier 3,Entry,304505,23507,Rented,Two Wheeler,Married,1,0
25,Male,Graduate,Salaried,None,Mid-level 1,656488,37179,Owned,Two Wheeler,Single,1,0
26,Male,Under Graduate,Salaried,Tier 3,Entry,67199,10166,Rented,None,Single,0,0
28,Male,Post Graduate,Salaried,Tier 3,Mid-level 1,320756,29810,Rented,Two Wheeler,Married,1,0
25,Male,Graduate,Salaried,Tier 3,Mid-level 1,151457,15259,Rented,None,Married,0,0
33,Male,Post Graduate,Salaried,None,Mid-level 1,299321,14735,Rented,None,Married,0,0
27,Female,Other,Business,None,None,336243,19322,Rented,Two Wheeler,Married,1,1
27,Female,Post Graduate,Professional,None,None,390159,6999,Rented,None,Married,2,0
28,Male,Graduate,Professional,None,None,228688,37405,Rented,None,Married,1,0
25,Male,Under Graduate,Salaried,None,Mid-level 1,484458,26900,Rented,Two Wheeler,Married,1,0
33,Male,Post Graduate,Salaried,Tier 3,Mid-level 1,160751,42113,Rented,None,Married,0,0
28,Male,Graduate,Salaried,Tier 2,Junior,113160,4770,Company provided,None,Single,0,0
29,Male,Graduate,Salaried,Tier 2,Entry,63344,48373,Rented,None,Single,1,0
38,Male,Graduate,Salaried,None,Mid-level 1,304127,13589,Rented,None,Single,1,0
30,Male,Other,Professional,None,None,346133,19819,Rented,Two Wheeler,Married,1,1
25,Male,Other,Salaried,None,Entry,129509,16605,Owned,None,Single,0,0
30,Female,Graduate,Business,None,None,84259,15734,Owned,None,Married,0,0
29,Female,Graduate,Business,None,None,139371,26214,Owned,None,Single,2,0
31,Female,Graduate,Business,None,None,606119,28101,Family,None,Married,1,0
26,Female,Graduate,Salaried,Tier 3,Mid-level 1,131799,12271,Rented,Two Wheeler,Other,1,0
30,Male,Graduate,Salaried,None,Junior,415369,4015,Rented,Two Wheeler,Single,0,0
26,Male,Post Graduate,Salaried,Tier 1,Entry,469457,5851,Rented,None,Married,1,0
27,Male,Graduate,Salaried,None,Mid-level 1,152027,19017,Rented,None,Single,0,0
35,Female,Graduate,Salaried,None,Mid-level 1,234654,7723,Owned,None,Married,0,0
29,Male,Post Graduate,Business,None,None,142041,21003,Family,None,Other,0,0
24,Male,Post Graduate,Salaried,Tier 3,Junior,472256,14543,Company provided,None,Married,0,0
28,Female,Post Graduate,Salaried,Tier 2,Junior,115867,37476,Owned,None,Married,0,0
27,Female,Graduate,Salaried,None,Entry,247768,20273,Company provided,None,Married,0,1
46,Male,Under Graduate,Salaried,Tier 3,Mid-level 1,108466,5954,Company provided,Four Wheeler,Single,0,0
25,Male,Post Graduate,Student,None,None,360537,40637,Rented,Two Wheeler,Married,1,1
38,Male,Under Graduate,Salaried,Tier 2,Mid-level 1,77768,2478,Rented,Two Wheeler,Married,0,0
26,Male,Post Graduate,Salaried,Tier 3,Entry,388053,17696,Rented,Two Wheeler,Other,1,0
29,Male,Graduate,Salaried,None,Entry,89036,1227,Rented,None,Married,0,0
36,Male,Graduate,Salaried,None,Mid-level 1,247594,4843,Rented,None,Married,0,0
38,Male,Graduate,Salaried,Tier 2,Mid-level 1,301772,11104,Rented,Two Wheeler,Married,0,0
27,Male,Other,Salaried,None,Junior,101661,7192,Rented,None,Married,2,0
48,Male,Graduate,Student,None,None,341588,5013,Owned,None,Married,2,0
37,Female,Under Graduate,Business,None,None,187830,19095,Rented,Two Wheeler,Married,0,0
28,Female,Post Graduate,Salaried,Tier 3,Mid-level 1,147381,3083,Owned,None,Married,0,0
27,Male,Graduate,Salaried,Tier 3,Entry,359809,12233,Rented,None,Single,1,0
25,Male,Other,Salaried,Tier 1,Junior,572373,43873,Rented,Two Wheeler,Married,0,0
